UNQE_FIRE_,Calculated.Acres,size_class,latest_out,duration_hrs,Fire.Mgmt.Complexity,fire_mgmt_n,Incident.Type.Category,AcresTribal,Calendar.Year,GIS_ACRES,FIRE_YEAR_,is_ifph,is_inform
2022-ORWWF-000125,0.2,Class A,2022-07-14T21:12:11Z,31.264722222222225,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORROD-000487,0.25,Class A,2021-09-08T23:30:00Z,822,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORPRD-000625,0.1,Class A,2022-08-12T01:30:00Z,52.81666666666667,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORMED-000079,0.3,Class B,2021-05-25T22:00:00Z,319.75,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-OROCF-000311,0.6,Class B,2022-07-04T18:43:00Z,25.316111111111113,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-OR955S-000526,0.12,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORCLP-220320,0.1,Class A,2022-08-20T18:43:00Z,43.266666666666666,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-OR981S-200180,1,Class B,2020-07-21T19:21:00Z,218.15,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2022-ORUMF-000317,0.1,Class A,2022-08-26T20:32:00Z,100.14805555555556,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORDEF-000973,0.1,Class A,2022-10-10T20:08:00Z,101.06666666666666,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORPRD-000331,0.1,Class A,2022-07-05T20:00:00Z,22.266666666666666,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORJEFN-000471,0.25,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORUMF-000511,0.1,Class A,2022-09-27T18:49:00Z,22.233333333333334,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORRSF-000371,0.1,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-OR955S-000704,0.1,Class A,2020-08-25T19:25:00Z,193.9611111111111,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2020-ORPRD-001043,0.1,Class A,2020-12-17T21:04:00Z,71.73333333333333,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-ORMED-000242,0.1,Class A,2021-07-29T19:12:00Z,318.18333333333334,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORMHF-000787,0.5,Class B,2022-08-14T15:37:00Z,70.71722222222222,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWIF-220339,0.3,Class B,2022-08-31T16:57:00Z,80.4,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORDEF-000175,0.1,Class A,2022-05-30T22:47:00Z,25.9,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORVAD-000106,1,Class B,2022-09-01T20:00:00Z,802.0333333333333,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORLAD-220299,0.1,Class A,2022-08-14T23:23:00Z,101.73333333333332,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-OR981S-200356,0.1,Class A,2020-08-24T20:45:00Z,123.88333333333334,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-ORMED-000123,0.1,Class A,2021-06-29T16:00:00Z,542,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORWIF-220242,0.1,Class A,2022-08-31T21:05:00Z,528.4063888888888,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-OR955S-000866,0.25,Class A,2020-09-24T22:30:00Z,407.3333333333333,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2020-ORDLS-000419,2,Class B,2020-07-18T21:05:00Z,47.3,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-ORCBD-000152,0.1,Class A,NA,NA,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORMHF-000325,0.1,Class A,2022-07-12T23:17:00Z,427.1166666666667,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORPRD-000646,0.1,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORRSF-000273,0.1,Class A,2022-09-01T19:30:00Z,237.9744444444445,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORVAD-000073,0.1,Class A,2021-07-01T18:00:00Z,310.03333333333336,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2021-ORCBD-000263,0.1,Class A,2021-07-05T01:00:00Z,10.5,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-OR981S-220148,0.1,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORRSF-000145,0.1,Class A,2022-08-09T22:48:00Z,176.48916666666668,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORREDN-000475,2,Class B,NA,NA,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-ORBENN-000840,0.49,Class B,2021-08-20T19:24:00Z,144.05,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-OR982S-220112,1.5,Class B,2022-04-21T16:35:00Z,329.75,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORUMF-000221,0.1,Class A,2022-08-12T00:01:00Z,25.835277777777776,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWWF-000515,0.1,Class A,2022-10-03T22:00:00Z,103.42805555555556,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORFWF-220236,0.1,Class A,2022-08-06T17:55:00Z,89.69027777777778,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORPRD-000611,0.1,Class A,2022-08-13T21:08:00Z,97.43333333333334,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORVAD-000142,0.1,Class A,2022-09-21T18:00:00Z,822.4166666666666,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-OR981S-210172,0.1,Class A,NA,NA,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2021-ORVAD-000079,3,Class B,2021-08-20T16:30:00Z,1438.6166666666666,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2021-ORMED-000336,1.5,Class B,NA,NA,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORDEF-000550,0.1,Class A,2022-08-03T22:57:00Z,0.4166666666666667,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-OR955S-000099,0.1,Class A,2020-06-04T22:17:00Z,891.2508333333334,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-OR981S-210175,0.1,Class A,2021-06-05T17:31:00Z,188.96666666666667,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORDEF-000323,0.1,Class A,2022-07-04T19:36:00Z,2.533333333333333,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORDEF-000495,0.1,Class A,2022-08-02T19:17:00Z,39.96222222222222,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORUPF-000298,0.1,Class A,2022-08-14T18:10:00Z,25.46388888888889,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORMHF-001076,0.1,Class A,2022-09-05T18:52:00Z,23.266666666666666,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-OR952S-020251,1.6,Class B,2020-08-22T21:22:00Z,87.4025,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2022-ORDEF-000468,0.1,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORCGF-000812,1,Class B,2022-08-16T00:49:00Z,55.37888888888889,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWWF-000346,0.1,Class A,2022-08-27T21:37:00Z,102.735,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORNOD-200279,0.1,Class A,2020-08-17T22:30:00Z,98.43333333333334,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-ORNOD-210126,0.8,Class B,2021-05-24T18:00:00Z,49,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2021-ORLAD-210249,0.1,Class A,2021-07-03T00:30:00Z,237.96666666666667,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORMED-000073,0.1,Class A,2022-07-03T19:48:00Z,297.26666666666665,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORFWF-220228,0.1,Class A,2022-08-05T19:30:00Z,72.23472222222222,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORCFRN-000619,0.1,Class A,NA,NA,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-ORMED-000093,0.1,Class A,2021-05-30T20:29:00Z,327.73333333333335,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2021-ORMED-000286,0.1,Class A,2021-08-16T06:12:00Z,341.3833333333333,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORWWF-000333,0.25,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORMED-000464,0.1,Class A,2021-09-30T15:00:00Z,99.25,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-OR981S-220166,0.1,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORRSF-000118,1.4,Class B,2022-08-03T17:45:00Z,161.87083333333334,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORCLP-200237,0.1,Class A,2020-07-28T18:18:00Z,20.666666666666668,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2020-ORPRD-000124,0.27,Class B,2020-05-19T21:10:00Z,216.21666666666667,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2020-ORMED-000078,0.1,Class A,2020-06-04T00:00:00Z,393,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-ORLAD-210274,0.1,Class A,2021-06-27T23:51:00Z,68.15,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-OR954S-000589,1.34,Class B,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORCGF-000376,0.1,Class A,2022-06-30T23:05:00Z,1.084722222222222,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORRSF-000306,0.1,Class A,2022-09-13T23:15:00Z,152.22416666666666,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORVAD-000178,1,Class B,2022-09-30T18:00:00Z,541.75,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORMED-000391,0.1,Class A,2022-11-10T20:30:00Z,315,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORPRD-000743,0.25,Class A,2020-08-31T20:37:00Z,288.78333333333336,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-ORCBD-000544,0.33,Class B,2021-09-04T17:00:00Z,90.75,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORLAD-220218,0.25,Class A,2022-08-12T18:40:00Z,244.51666666666668,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWIF-220243,0.1,Class A,2022-08-31T21:05:00Z,528.3872222222222,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-OR981S-220315,0.5,Class B,2022-08-20T19:55:00Z,90.63333333333334,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORDEF-000869,0.1,Class A,2022-09-11T18:35:00Z,99.4,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-OR955S-000561,0.1,Class A,2021-07-12T16:55:00Z,14.654722222222222,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORFWF-220235,0.1,Class A,2022-08-10T19:34:00Z,188.2225,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORUMF-000500,0.5,Class B,2022-09-29T19:38:00Z,260.83916666666664,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORUPF-000258,0.5,Class B,2022-10-22T19:00:00Z,1948.7833333333333,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORMHF-000829,0.1,Class A,2022-08-14T22:50:00Z,0.5,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORRSF-000260,0.1,Class A,2022-08-21T00:51:00Z,0.3,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORMAF-002370,0.1,Class A,2022-10-01T19:08:00Z,192.4825,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-OR952S-002231,0.1,Class A,2021-07-31T21:51:00Z,20.4,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORLAD-220163,0.25,Class A,2022-07-06T22:32:00Z,72.66666666666667,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORMAF-022240,1.2,Class B,2022-09-13T19:45:00Z,136.71194444444444,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORPRD-000898,0.1,Class A,2022-09-11T18:43:00Z,23.183333333333337,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORDEF-000957,0.1,Class A,2022-09-30T18:42:00Z,1.5666666666666669,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-OR981S-200119,0.1,Class A,2020-06-09T21:28:00Z,985.0005555555556,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2020-ORLAD-200434,0.25,Class A,NA,NA,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2022-ORUPF-000310,0.1,Class A,2022-08-23T19:25:00Z,140.62722222222223,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWWF-000534,0.1,Class A,2022-10-17T19:00:00Z,186.83333333333337,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORUMF-000560,0.1,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORPRD-000944,0.1,Class A,2021-09-12T21:03:00Z,45.3,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORRFPN-002297,0.1,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORUPF-000367,0.5,Class B,2022-09-13T22:12:00Z,149.56972222222225,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWIF-220446,0.1,Class A,2022-10-15T23:14:00Z,7.204166666666667,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-OR955S-000113,0.1,Class A,2020-05-05T20:42:00Z,19.784166666666668,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2022-ORUPF-000237,0.25,Class A,2022-08-07T21:24:00Z,185.75027777777777,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORPRD-000174,0.1,Class A,2021-05-16T19:55:00Z,2.1166666666666667,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORDEF-000709,0.1,Class A,2022-08-12T21:04:00Z,43.4825,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORLAD-210312,0.1,Class A,2021-07-06T22:09:00Z,70.4,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORJEFN-000318,9.1,Class B,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWIF-220203,4,Class B,2022-08-15T17:10:00Z,282.18333333333334,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-OR951S-000069,0.5,Class B,2021-04-20T15:42:00Z,211.415,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-OR954S-000627,0.1,Class A,2022-08-07T20:21:00Z,185.0236111111111,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORUPF-000282,0.1,Class A,2022-08-22T18:35:00Z,409.5936111111111,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORMED-000255,0.1,Class A,2021-08-01T02:00:00Z,251.75,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2021-ORMED-000330,0.1,Class A,2021-08-04T18:34:00Z,46.53333333333333,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-OR954S-000684,1,Class B,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORPRD-000628,0.1,Class A,2022-11-29T17:56:00Z,2685.1666666666665,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORPRD-001007,0.1,Class A,2020-10-27T17:01:00Z,2.3333333333333335,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2022-OR954S-000560,6.22,Class B,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORFWF-220208,0.25,Class A,2022-08-09T16:59:00Z,190.63666666666663,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORPRD-000535,0.5,Class B,2022-08-14T21:48:00Z,285.3666666666667,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORLAD-220278,0.1,Class A,2022-10-01T21:30:00Z,1274.1666666666667,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORMAF-022188,0.1,Class A,2022-08-22T20:21:00Z,46.00805555555556,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORROD-000524,0.1,Class A,2021-09-14T23:45:00Z,489.51666666666665,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-OR955S-000339,0.31,Class B,2022-07-15T20:40:00Z,192.85305555555556,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORJEFN-000473,1.41,Class B,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORBUD-002344,0.1,Class A,2022-09-11T18:50:00Z,113.48333333333332,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORDEF-000928,0.1,Class A,2022-09-21T20:37:00Z,50.71,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORVAD-000177,1,Class B,2021-08-20T16:43:00Z,473.8,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORMAF-002368,0.1,Class A,2022-09-25T21:20:00Z,94.8,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORBUD-002024,0.1,Class A,2020-06-29T18:09:00Z,432.4,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-ORLAD-210222,0.1,Class A,2021-07-03T19:26:00Z,281.65,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2021-OR981S-210403,0.1,Class A,2021-08-12T18:19:00Z,157.45166666666665,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORPRD-000638,0.1,Class A,2022-08-12T21:15:00Z,71.96666666666667,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORCBD-000156,0.1,Class A,2021-05-07T17:00:00Z,2,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2021-ORPRD-000764,0.5,Class B,2021-08-07T21:34:00Z,48.46666666666667,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2021-ORCBD-000499,0.1,Class A,NA,NA,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORUMF-000211,0.1,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORPRD-000223,0.1,Class A,2020-06-13T20:03:00Z,42.92,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2020-ORPRD-000660,0.1,Class A,2020-08-23T00:39:00Z,146.75,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-OR981S-210113,0.1,Class A,2021-04-17T18:34:00Z,457.33,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2020-OR955S-000177,0.1,Class A,2020-07-02T19:00:00Z,788.1183333333333,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-ORMED-000303,3.5,Class B,NA,NA,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORCGF-000736,0.1,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWIF-220283,0.25,Class A,2022-08-15T15:48:00Z,48.20472222222222,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORSUF-220328,0.1,Class A,2022-08-24T00:41:00Z,3.5166666666666666,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORBUD-002119,0.1,Class A,2021-05-03T18:05:00Z,0.5833333333333334,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORVAD-000044,0.1,Class A,2022-07-01T18:00:00Z,859.9333333333333,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORSUF-220161,0.01,Class A,2022-07-30T00:38:00Z,6.1,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORLAD-220304,0.1,Class A,2022-08-14T21:39:00Z,94.11666666666666,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWWF-000247,0.1,Class A,2022-08-18T21:13:00Z,141.25722222222225,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORLAD-210170,0.1,Class A,2021-05-24T21:14:00Z,49.45,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORRSF-000082,0.1,Class A,2022-07-10T18:59:00Z,184.9630555555555,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORPRD-000629,0.1,Class A,2022-08-12T21:42:00Z,72.89777777777778,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORMED-000097,0.1,Class A,2020-06-06T22:00:00Z,75.86666666666666,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2022-OR955S-000157,0.1,Class A,2022-05-18T21:41:00Z,2.3308333333333335,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORUMF-000316,0.1,Class A,2022-08-24T19:00:00Z,50.65444444444445,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORMED-000370,0.1,Class A,2022-10-21T19:00:00Z,314.5833333333333,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORNOD-200273,0.3,Class B,2020-08-16T01:00:00Z,95.7,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2020-ORNOD-200496,0.2,Class A,2020-09-22T01:00:00Z,22.25,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2020-ORNOD-200487,0.1,Class A,NA,NA,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2022-ORPRD-000360,0.75,Class B,2022-07-14T00:11:00Z,23.383333333333333,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORVAD-000115,0.1,Class A,2022-09-01T18:00:00Z,716.3,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-OROCF-000618,0.1,Class A,2022-08-11T22:41:00Z,50.35777777777778,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWIF-220363,0.1,Class A,2022-09-06T20:49:00Z,68.8625,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORRSF-000317,0.1,Class A,2022-09-13T17:32:00Z,98.25,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORNOD-220220,0.1,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORLAD-200214,2.3,Class B,NA,NA,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2022-ORMAF-022102,3,Class B,2022-07-21T20:35:00Z,201.2511111111111,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORFWF-220243,0.71,Class B,2022-08-09T17:29:00Z,138.82833333333335,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORUPF-000334,0.2,Class A,2022-08-22T19:58:00Z,91.01916666666666,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWWF-000344,0.1,Class A,2022-08-27T20:44:00Z,103.40944444444445,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2021-ORROD-000039,0.1,Class A,NA,NA,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORDEF-000184,0.25,Class A,2022-06-03T19:00:00Z,92.15,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-OR981S-220149,0.1,Class A,2022-06-26T19:04:00Z,18.833333333333332,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORRSF-000119,0.25,Class A,2022-07-30T16:58:00Z,65.01694444444445,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORFWF-220244,0.16,Class A,2022-08-08T00:10:00Z,96.71833333333332,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWIF-220252,0.1,Class A,2022-08-12T19:20:00Z,66.34277777777778,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWWF-000351,0.1,Class A,2022-09-19T16:33:00Z,646.2666666666667,Type 1 Incident,1,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORMAF-022264,0.25,Class A,2022-09-25T21:08:00Z,264.97194444444443,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORNOD-220157,0.1,Class A,2022-07-27T13:46:00Z,0.7666666666666667,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORRSF-000378,0.1,Class A,2022-10-24T17:43:00Z,147.9,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORCLP-200325,0.1,Class A,2020-08-15T15:58:00Z,38.983333333333334,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-ORPRD-000385,0.1,Class A,2021-06-29T00:28:00Z,95.23333333333332,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2021-ORCBD-000260,0.1,Class A,2021-07-04T16:30:00Z,4.5,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORWIF-220188,0.5,Class B,2022-08-31T21:05:00Z,716.7522222222223,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORUMF-000242,0.1,Class A,NA,NA,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWIF-220246,0.1,Class A,2022-08-31T21:05:00Z,527.3066666666666,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWWF-000378,0.1,Class A,2022-08-26T17:30:00Z,23.10472222222222,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWIF-220400,0.1,Class A,2022-09-23T19:56:00Z,87.40916666666666,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-OR971S-001054,0.1,Class A,2020-09-03T19:18:00Z,18.119722222222222,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2022-ORPRD-000305,0.1,Class A,2022-07-08T20:15:00Z,136.9,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORWWF-000480,0.5,Class B,2022-09-17T19:45:00Z,65.24916666666667,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2020-ORNOD-200518,0.1,Class A,2020-10-08T19:00:00Z,71.95,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2020-ORMED-000079,0.1,Class A,2020-05-24T00:00:00Z,319,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2020-ORJEFN-000213,0.5,Class B,NA,NA,NA,NA,WF,0,2020,NA,NA,FALSE,TRUE
2021-OR952S-021212,0.85,Class B,2021-07-12T21:48:00Z,93.64861111111112,NA,NA,WF,0,2021,NA,NA,FALSE,TRUE
2022-ORDEF-000648,0.1,Class A,2022-08-13T02:49:00Z,77.0411111111111,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
2022-ORFWF-220288,0.1,Class A,2022-08-13T17:00:00Z,89.63361111111111,NA,NA,WF,0,2022,NA,NA,FALSE,TRUE
