UNQE_FIRE_,Calculated.Acres,size_class,latest_out,duration_hrs,Fire.Mgmt.Complexity,fire_mgmt_n,Incident.Type.Category,AcresTribal,Calendar.Year,GIS_ACRES,FIRE_YEAR_,is_ifph,is_inform
2024-ORDEF-000253,0.1,Class A,2024-06-20T18:11:00Z,72.01083333333334,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORCLP-240160,0.1,Class A,2024-06-21T16:31:00Z,70.61611111111111,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMAF-002470,0.5,Class B,2024-07-06T21:09:00Z,427.3611111111111,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR711S-000373,0.25,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR952S-024084,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000606,0.19,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMAF-002472,0.1,Class A,2024-06-24T21:58:00Z,117.78333333333332,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR952S-024086,0.84,Class B,2024-06-27T21:21:00Z,176.02416666666667,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMHF-000323,1,Class B,2024-06-27T20:36:00Z,173.38333333333333,NA,NA,RX,0,2024,NA,NA,FALSE,TRUE
2024-ORUMF-000131,1,Class B,NA,NA,NA,NA,RX,0,2024,NA,NA,FALSE,TRUE
2024-ORDEF-000271,2.5,Class B,2024-07-02T00:21:00Z,260.85,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORPRD-000275,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORPRD-000278,0.1,Class A,2024-07-11T20:57:00Z,452.6333333333333,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR982S-240166,0.25,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR732S-000601,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORCBD-240145,1,Class B,NA,NA,NA,NA,RX,0,2024,NA,NA,FALSE,TRUE
2024-ORVAD-240005,1,Class B,NA,NA,NA,NA,RX,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000628,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240168,0.1,Class A,2024-06-29T21:02:00Z,115.2063888888889,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR973S-000143,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000631,0.04,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240148,0.1,Class A,2024-06-30T21:38:00Z,116.93638888888889,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR952S-024095,7.84,Class B,2024-07-20T15:00:00Z,569.6,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR952S-024096,3.44,Class B,2024-07-05T18:55:00Z,211.53333333333333,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240170,0.5,Class B,2024-07-04T23:24:00Z,192.38333333333333,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000135,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000635,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR972S-000152,0.5,Class B,2024-07-05T22:37:00Z,173.24305555555554,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240119,0.1,Class A,2024-05-30T19:45:00Z,116.81333333333332,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240165,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240174,0.1,Class A,2024-07-02T18:36:00Z,94.70555555555556,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240017,1,Class B,NA,NA,NA,NA,RX,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240018,1,Class B,NA,NA,NA,NA,RX,0,2024,NA,NA,FALSE,TRUE
2024-OR711S-000411,0.06,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR733S-000625,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000004,2.98,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000008,0.25,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR951S-000319,0.1,Class A,2024-07-11T19:55:00Z,235.91666666666663,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR974S-000158,0.1,Class A,2024-07-09T00:20:00Z,125.46222222222222,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR973S-000159,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000160,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR953S-024102,6.15,Class B,2024-07-13T21:39:00Z,233.78916666666663,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORBUD-002491,0.1,Class A,2024-07-13T00:44:00Z,199.63333333333333,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR711S-000022,9.99,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240180,0.1,Class A,2024-07-08T18:25:00Z,81.1138888888889,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR781S-000002,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240159,0.1,Class A,2024-07-06T01:19:00Z,10.44138888888889,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240160,0.1,Class A,2024-07-05T20:17:00Z,1.9666666666666663,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240162,0.1,Class A,2024-07-05T19:02:00Z,4.166666666666667,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240181,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR982S-240182,0.1,Class A,2024-07-13T19:45:00Z,189.27833333333336,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240165,0.1,Class A,2024-07-06T00:11:00Z,0.26666666666666666,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240179,1,Class B,2024-07-13T18:45:00Z,204.21666666666667,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240168,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240183,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240170,0.1,Class A,2024-07-06T19:15:00Z,0.6947222222222222,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000044,0.29,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240185,2.12,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240186,0.25,Class A,2024-07-09T20:07:00Z,46.04888888888889,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000175,0.2,Class A,2024-07-09T16:44:00Z,40.25,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORPRRN-000181,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMHF-000487,0.1,Class A,2024-07-07T23:45:00Z,0.01805555555555555,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240190,0.25,Class A,2024-07-13T20:22:00Z,118.9486111111111,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORRSF-000141,0.01,Class A,2024-07-18T23:30:00Z,237.09805555555556,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR721S-022724,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR971S-000189,10,Class C,2024-07-19T18:54:00Z,213.16666666666663,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR781S-000200,0.5,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR954S-000536,0.57,Class B,2024-07-18T22:20:00Z,170.51666666666668,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR955S-000389,0.33,Class B,2024-07-17T21:44:00Z,134.4,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR711S-000030,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR711S-000031,0.5,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR711S-000066,0.25,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240194,0.1,Class A,2024-07-13T17:59:00Z,0.09111111111111111,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240195,0.1,Class A,2024-07-13T19:05:00Z,0.3441666666666667,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORCLP-240193,0.1,Class A,2024-07-14T17:22:00Z,21.610833333333332,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORDEF-000405,0.1,Class A,2024-07-18T17:00:00Z,113.48333333333332,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR954S-000561,0.1,Class A,2024-07-26T18:01:00Z,308.5833333333333,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240203,3,Class B,2024-07-19T20:57:00Z,99.83333333333331,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000210,3,Class B,2024-08-29T00:07:00Z,1043.3333333333333,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMED-000163,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000110,0.12,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR982S-240206,3,Class B,2024-07-24T18:35:00Z,188.08333333333337,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORRSF-000167,35,Class C,2024-09-25T19:22:00Z,1699.5,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000219,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORDEF-000426,0.01,Class A,2024-07-21T18:45:00Z,112.36416666666666,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORCLP-240215,0.1,Class A,2024-07-19T19:28:00Z,63.985277777777775,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORRSF-000173,0.15,Class A,2024-07-18T21:33:00Z,43.22444444444445,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR732S-000075,4.31,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240212,0.25,Class A,2024-08-01T17:00:00Z,376.3616666666667,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240211,1.5,Class B,2024-10-22T15:51:00Z,2343.383333333333,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR955S-000431,0.1,Class A,2024-08-11T17:30:00Z,613.2983333333333,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORCLP-240216,0.25,Class A,2024-07-20T17:37:00Z,86.08527777777778,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000222,0.1,Class A,2024-07-20T20:13:00Z,73.17555555555556,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OROCF-000433,0.1,Class A,2024-07-31T20:51:00Z,343.2272222222222,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORNOD-551008,0.28,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMF-024111,0.36,Class B,2024-07-21T00:36:00Z,74.44888888888889,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR973S-000224,11349.33,Class G,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR954S-000616,0.1,Class A,2024-08-04T17:53:00Z,426.8236111111111,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORRSF-000184,0.1,Class A,2024-07-22T23:46:00Z,120.4263888888889,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORWIF-240213,0.25,Class A,2024-07-21T15:17:00Z,91.55722222222222,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240224,1,Class B,2024-07-31T20:25:00Z,331.76666666666665,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR952S-024113,4,Class B,2024-07-30T18:29:00Z,306.4997222222222,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORPRD-000449,0.1,Class A,2024-07-20T18:25:00Z,69.08027777777778,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000229,0.1,Class A,2024-07-20T20:47:00Z,70.1361111111111,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR582S-000005,0.24,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000253,0.1,Class A,2024-08-29T00:06:00Z,1001.4472222222222,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240281,0.1,Class A,2024-07-26T21:00:00Z,194.35,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR723S-003225,0.09,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORWWF-000262,1,Class B,2024-07-29T21:34:00Z,264.73027777777776,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR952S-024117,19.38,Class C,2024-08-08T22:07:00Z,504.385,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORCLP-240227,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMED-000124,0.03,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMED-009006,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMED-009011,0.09,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMED-009010,0.04,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMED-009009,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240292,0.1,Class A,2024-08-04T01:00:00Z,384.7191666666667,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORRSF-000188,0.5,Class B,2024-07-23T19:15:00Z,113.98138888888889,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR971S-000246,0.1,Class A,2024-07-20T19:25:00Z,64.13333333333334,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240217,0.75,Class B,2024-08-01T17:00:00Z,375.7394444444444,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORRSF-000191,0.5,Class B,2024-07-21T22:30:00Z,55.135,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000147,0.05,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR952S-024121,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR954S-000634,0.25,Class A,2024-08-04T22:14:00Z,381.18805555555554,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR973S-000259,0.5,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR971S-000272,0.25,Class A,2024-08-06T19:00:00Z,410.9316666666667,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORCLP-240230,0.1,Class A,2024-08-01T22:00:00Z,271.6822222222222,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR781S-000053,3.91,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORROD-000134,1.8,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000275,2,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240231,0.1,Class A,2024-07-29T20:22:00Z,194.63222222222225,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240234,0.1,Class A,2024-11-15T00:09:00Z,2785.771111111111,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR952S-024123,58.7,Class C,2024-08-08T20:19:00Z,430.2763888888889,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORCLP-240236,0.5,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMAF-024125,0.1,Class A,2024-08-02T19:25:00Z,284.8333333333333,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000281,0.1,Class A,2024-08-29T00:05:00Z,907.1894444444443,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORFWF-240240,3,Class B,2024-07-31T20:28:00Z,231.44444444444449,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OROCF-000487,1,Class B,2024-07-30T18:59:00Z,206.09555555555556,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OROCF-000490,0.1,Class A,2024-07-27T18:39:00Z,132.00833333333333,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORVAD-240015,1,Class B,NA,NA,NA,NA,RX,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240242,1,Class B,2024-07-29T21:55:00Z,170.48333333333332,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OROCF-000497,0.1,Class A,2024-07-25T14:46:00Z,72.15,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMAF-024130,0.1,Class A,2024-08-26T18:38:00Z,838.6997222222222,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR952S-024131,0.1,Class A,2024-07-25T21:09:00Z,72.805,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORDEF-000511,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000155,0.21,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR973S-000292,107.97,Class D,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR951S-000508,0.1,Class A,2024-07-30T20:23:00Z,192.18333333333337,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR722S-004125,0.25,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OROCF-000510,0.25,Class A,2024-07-27T20:26:00Z,118.6,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240287,5,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORDEF-000470,0.1,Class A,2024-07-21T05:43:00Z,25.04111111111111,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR982S-240245,0.1,Class A,2024-07-27T22:20:00Z,85.77055555555556,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORFWF-240246,0.1,Class A,2024-07-30T18:47:00Z,154.1988888888889,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMAF-002530,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR974S-000309,0.1,Class A,2024-07-31T22:36:00Z,166.68333333333334,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR974S-000308,1.28,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR972S-000306,15,Class C,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORBUD-002537,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR974S-000321,0.1,Class A,2024-07-31T23:54:00Z,163.8,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORRSF-000200,0.1,Class A,2024-07-25T19:54:00Z,3.0719444444444446,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORWWF-000330,0.1,Class A,2024-07-30T22:02:00Z,125.88166666666666,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORVAD-240186,0.1,Class A,2024-07-25T12:00:00Z,8.366666666666667,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORWWF-000332,1,Class B,2024-07-31T21:31:00Z,147.96138888888888,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR971S-000348,2,Class B,2024-07-31T22:49:00Z,144.3,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR971S-000349,0.1,Class A,2024-07-31T19:50:00Z,140.8,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR973S-000342,1611.76,Class F,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR971S-000341,0.25,Class A,2024-08-01T22:48:00Z,170.46666666666667,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR973S-000323,107.92,Class D,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORWWF-000320,0.1,Class A,2024-07-27T20:50:00Z,65.11944444444444,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORVAD-240178,0.1,Class A,2024-07-25T02:33:00Z,2.8938888888888887,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR971S-000361,0.25,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORWWF-000390,0.25,Class A,2024-08-01T21:17:00Z,105.82194444444444,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR972S-000393,0.5,Class B,2024-08-03T18:32:00Z,141.6025,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR954S-000726,0.1,Class A,2024-08-04T19:41:00Z,164.76666666666668,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMHF-000698,0.1,Class A,2024-07-27T00:28:00Z,1.15,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORVAD-240199,1,Class B,2024-08-12T21:00:00Z,451,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORWWF-000375,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR974S-000403,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240255,1,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR711S-000157,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR721S-005725,0.3,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000199,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000207,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000220,0.02,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORRFPN-240256,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUPF-240348,0.1,Class A,2024-07-30T17:52:00Z,0.22555555555555556,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR731S-000189,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR733S-000193,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR711S-000172,10.85,Class C,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR733S-000083,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMCFN-000775,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240262,0.25,Class A,2024-08-08T19:10:00Z,110.75,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR731S-000214,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR954S-000792,0.1,Class A,2024-08-04T17:55:00Z,1.5391666666666666,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR981S-240265,0.1,Class A,2024-08-09T22:45:00Z,121.72055555555556,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR721S-000425,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR953S-024167,0.1,Class A,2024-08-09T20:04:00Z,111.74527777777776,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR972S-240211,10,Class C,2024-08-27T20:57:00Z,532.4,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMF-000439,0.38,Class B,2024-08-19T18:56:00Z,336.1166666666667,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR971S-000440,0.1,Class A,2024-08-11T20:19:00Z,145.1,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR952S-024175,0.5,Class B,2024-08-12T19:58:00Z,167.0013888888889,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000453,1,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMHF-000822,0.1,Class A,2024-08-05T23:00:00Z,0.5,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORNOD-781003,0.01,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORMHF-000827,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORNOD-771019,1.8,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000262,0.25,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR954S-000835,0.1,Class A,2024-09-30T18:06:00Z,1304.2555555555557,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000457,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000266,0.42,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-OR712S-000278,0.99,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORPRD-000633,0.5,Class B,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORBUD-002561,10,Class C,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000478,0.1,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
2024-ORUMA-000480,0.25,Class A,NA,NA,NA,NA,WF,0,2024,NA,NA,FALSE,TRUE
