UNQE_FIRE_,Calculated.Acres,Containment.Date.Time,Control.Date.Time,Fire.Mgmt.Complexity,FireOutDateTime,Incident.Type.Category,AcresTribal,Calendar.Year,GIS_ACRES,FIRE_YEAR_,is_ifph,is_inform
2025-ORPRD-000721,0.1,2025-08-03,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002644,0.1,2025-08-03,2025-08-03,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR531S-531013,0.5,NA,NA,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000261,3.23,2025-08-05,2025-08-05,NA,2025-08-12,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000724,0.1,2025-08-03,2025-09-18,NA,2025-09-18,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR552S-000015,0,NA,NA,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000353,0.25,NA,2025-08-05,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWIF-250254,0.25,2025-08-04,2025-08-07,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWIF-250253,0.1,2025-08-02,2025-08-05,NA,2025-09-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250203,22.98,2025-08-03,2025-08-03,NA,2025-08-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000263,0.1,2025-08-03,2025-08-03,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000735,0.1,2025-08-03,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-000832,0.1,2025-08-03,2025-08-03,NA,2025-08-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250460,0.1,2025-08-05,2025-08-06,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000749,0.1,2025-08-05,2025-08-05,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000747,0.1,2025-08-04,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000757,0.1,2025-08-03,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250463,0.1,2025-08-03,2025-08-17,NA,2025-08-17,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMF-025202,0.1,2025-08-03,2025-08-03,NA,2025-08-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR971S-000357,0.1,2025-08-03,2025-08-03,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWIF-250259,0.1,2025-08-04,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002650,0.1,2025-08-04,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002651,7.05,2025-08-04,2025-08-05,NA,2025-08-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002649,0.6,2025-08-04,2025-08-05,NA,2025-08-09,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025204,0.1,2025-08-04,2025-08-04,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025203,0.1,2025-08-04,2025-08-04,NA,2025-08-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000358,0.1,2025-08-04,2025-08-05,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000362,0.25,2025-08-04,NA,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000764,0.1,2025-08-07,2025-08-07,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000360,0.1,2025-08-04,2025-08-05,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250473,0.1,2025-08-04,2025-08-06,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORCLP-250471,0.1,2025-08-04,2025-08-05,NA,2025-08-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250206,2,2025-08-04,2025-08-04,NA,2025-08-16,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250472,0.1,2025-08-04,2025-08-17,NA,2025-08-17,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000763,0.1,2025-08-05,2025-08-06,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002653,73.99,2025-08-05,2025-08-06,NA,2025-08-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000762,0.1,2025-08-04,2025-08-04,NA,2025-08-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000768,0.1,2025-08-04,2025-08-05,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002652,0.2,2025-08-04,2025-08-04,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000760,0.1,2025-08-04,2025-08-08,NA,2025-08-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000758,0.1,2025-08-03,2025-08-05,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-000756,0.1,2025-08-03,2025-08-26,NA,2025-08-26,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250475,0.1,2025-08-04,2025-08-17,NA,2025-08-17,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000368,0.1,2025-08-05,2025-08-06,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250480,0.1,2025-08-05,2025-08-07,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025211,0.1,2025-08-05,2025-08-05,NA,2025-08-09,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250208,0.3,2025-07-29,2025-07-29,NA,2025-08-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002600,0.1,2025-07-29,2025-07-30,NA,2025-07-31,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-017526,0,NA,NA,NA,2025-08-15,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-020426,0,NA,NA,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000779,0.1,2025-08-06,2025-08-07,NA,2025-08-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-000781,1.4,2025-08-06,2025-08-06,NA,2025-08-12,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000782,293.35,2025-08-10,2025-09-17,NA,2025-09-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR972S-000389,0.1,2025-08-06,2025-08-06,NA,2025-08-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMED-712178,0,NA,NA,NA,2025-08-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR531S-531015,4,NA,NA,NA,2025-08-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000386,0.25,2025-08-06,2025-08-07,NA,2025-08-10,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002643,0.1,2025-08-02,2025-08-02,NA,2025-08-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMF-000395,0.01,2025-08-06,2025-08-06,NA,2025-08-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250212,6.73,2025-08-08,2025-08-10,NA,2025-08-10,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000400,0.1,2025-08-08,2025-08-08,NA,2025-08-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000397,0.1,2025-08-08,2025-08-08,NA,2025-08-10,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250215,15.24,2025-08-08,2025-08-08,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR973S-000406,2.8,2025-08-10,2025-08-11,NA,2025-08-15,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-000886,0.1,2025-08-09,2025-08-09,NA,2025-08-09,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR974S-000408,0.1,2025-08-09,2025-08-09,NA,2025-08-09,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR974S-000409,0.5,2025-08-10,2025-08-11,NA,2025-08-22,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-000807,0.1,2025-08-10,2025-08-10,NA,2025-08-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250491,0.1,2025-08-10,2025-08-11,NA,2025-08-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-000808,0.1,2025-08-10,2025-08-10,NA,2025-08-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025219,3.24,2025-08-12,2025-08-25,NA,2025-09-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250294,0.1,2025-08-10,2025-08-10,NA,2025-08-10,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000414,3,2025-08-12,2025-08-14,NA,2025-08-21,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORCBD-72105926,0.13,NA,NA,NA,2025-08-15,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR732S-000158,0.04,NA,NA,NA,2025-08-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250494,105.98,2025-08-25,2025-08-25,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-000820,0.85,2025-08-12,2025-08-12,NA,2025-08-18,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000075,2.02,NA,NA,NA,2025-08-12,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-019926,0.37,NA,NA,NA,2025-08-22,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-000914,0.29,2025-08-12,2025-08-13,NA,2025-08-18,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMA-000423,248.29,2025-08-16,2025-08-27,NA,2025-09-30,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250498,2,2025-08-12,2025-08-26,NA,2025-08-26,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250497,0.25,2025-08-14,2025-08-21,NA,2025-08-21,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250496,0.1,2025-08-12,2025-08-12,NA,2025-08-14,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR954S-000918,1.66,2025-08-12,2025-08-13,NA,2025-08-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-025221,0.1,2025-08-12,2025-08-14,NA,2025-08-24,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-000821,0.1,2025-08-12,2025-08-13,NA,2025-08-16,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000077,0.1,NA,NA,NA,2025-08-16,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250499,0.1,2025-08-13,2025-08-15,NA,2025-08-15,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR731S-000177,0.01,NA,NA,NA,2025-08-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR733S-000169,0.18,NA,NA,NA,2025-08-12,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000827,5,2025-08-16,2025-08-22,NA,2025-08-22,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-020726,0.27,NA,NA,NA,2025-08-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-022726,0,NA,NA,NA,2025-08-14,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR732S-000179,2.64,NA,NA,NA,2025-08-14,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-000829,0.1,2025-08-14,2025-08-14,NA,2025-08-14,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250229,131.44,2025-08-15,2025-08-16,NA,2025-09-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-000830,0.25,2025-08-14,2025-08-14,NA,2025-08-14,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWSA-000099,11.88,2025-08-15,2025-08-15,NA,2025-08-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250501,0.1,2025-08-15,2025-08-15,NA,2025-08-15,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250503,0.54,2025-08-15,2025-08-15,NA,2025-08-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250235,2280.08,2025-08-19,2025-08-19,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-022026,0.01,NA,NA,NA,2025-08-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORCBD-72207626,0.25,NA,NA,NA,2025-08-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMA-000436,0.1,2025-08-17,2025-08-17,NA,2025-08-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-000843,0.1,2025-08-17,2025-08-17,NA,2025-08-17,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000072,0.01,NA,NA,NA,2025-08-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000051,0,NA,NA,NA,2025-07-23,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-000955,0.1,2025-08-17,2025-08-17,NA,2025-08-17,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250313,0.1,2025-08-18,2025-08-18,NA,2025-08-18,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWSA-000101,0.1,2025-08-22,2025-08-22,NA,2025-08-22,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002661,0.25,2025-08-18,2025-08-18,NA,2025-08-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250239,0.96,2025-08-18,2025-08-19,NA,2025-08-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-OROCF-000834,0.25,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR712S-023126,0.01,NA,NA,NA,2025-08-18,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR956S-025226,0.1,2025-08-18,2025-08-18,NA,2025-08-22,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR971S-000437,0.1,2025-08-18,2025-08-18,NA,2025-09-23,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR510S-2551102426,0.1,NA,NA,NA,2025-08-18,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWSA-000102,0.1,2025-08-19,2025-08-19,NA,2025-08-22,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-000963,0.1,2025-08-19,2025-08-19,NA,2025-08-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR952S-025228,0.1,2025-08-20,2025-08-20,NA,2025-08-23,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000441,0.1,2025-08-20,2025-08-20,NA,2025-08-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000094,0.01,NA,NA,NA,2025-08-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000095,0.01,NA,NA,NA,2025-08-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000096,0.01,NA,NA,NA,2025-08-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000097,0.01,NA,NA,NA,2025-08-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000098,0.01,NA,NA,NA,2025-08-19,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-000970,0.1,2025-08-20,2025-08-20,NA,2025-08-21,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORBUD-002666,0.28,2025-08-20,2025-08-20,NA,2025-08-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWSA-000103,0.1,2025-08-22,2025-08-22,NA,2025-08-22,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORVAD-250243,27.4,2025-08-20,2025-08-21,NA,2025-09-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR971S-000442,11.04,2025-08-20,2025-08-20,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR955S-000857,0.1,2025-08-20,2025-08-20,NA,2025-08-26,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250507,0.1,2025-08-20,2025-08-20,NA,2025-08-21,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-000859,0.1,2025-08-20,2025-08-20,NA,2025-08-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR954S-000976,0.1,2025-08-20,2025-08-20,NA,2025-09-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR781S-000100,2.98,NA,NA,NA,2025-08-21,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORDEF-000860,0.1,2025-08-21,2025-08-23,NA,2025-08-23,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000855,55.59,2025-08-21,2025-08-21,NA,2025-10-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-000977,0.1,2025-08-21,2025-08-21,NA,2025-08-21,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000806,2,2025-08-11,2025-08-11,NA,2025-08-11,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000445,0.1,2025-08-21,2025-08-22,NA,2025-08-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250508,0.1,2025-08-21,2025-08-21,NA,2025-08-22,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR552S-000023,0,NA,NA,NA,2025-08-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000450,0.1,2025-08-22,2025-08-22,NA,2025-08-22,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWIF-250316,0.1,2025-08-23,2025-08-23,NA,2025-08-23,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUMA-000451,11.35,2025-08-25,2025-08-25,NA,2025-08-27,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORPRD-000868,0.22,2025-08-24,2025-08-25,NA,2025-08-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250510,0.1,2025-08-24,2025-08-24,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250332,0.1,2025-08-24,2025-08-24,NA,2025-08-24,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR955S-000872,0.25,2025-08-24,2025-08-27,NA,2025-08-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250511,0.1,2025-08-24,2025-08-29,NA,2025-08-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250513,0.1,2025-08-24,2025-08-27,NA,2025-08-27,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250512,0.1,2025-08-24,2025-08-30,NA,2025-08-30,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250519,0.1,2025-08-24,2025-08-30,NA,2025-08-30,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250521,0.1,2025-08-24,2025-09-04,NA,2025-09-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250336,0.1,2025-08-25,2025-08-25,NA,2025-09-10,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMAF-002669,0.1,2025-08-26,2025-08-26,NA,2025-08-26,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250518,0.1,2025-08-24,2025-08-25,NA,2025-08-30,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250339,0.3,2025-08-24,2025-08-25,NA,2025-09-10,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250334,0.23,2025-08-27,2025-08-29,NA,2025-09-10,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000454,0.1,2025-08-25,2025-08-26,NA,2025-08-31,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORWWF-000453,0.1,2025-08-25,2025-08-25,NA,2025-08-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250514,0.1,2025-08-24,2025-09-04,NA,2025-09-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250343,0.3,2025-08-25,2025-08-26,NA,2025-08-26,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR531S-000025,0.1,NA,NA,NA,2025-08-24,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250522,0.1,2025-08-24,2025-08-24,NA,2025-08-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000296,0.1,2025-08-25,2025-09-01,NA,2025-09-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250523,0.1,2025-08-25,2025-09-09,NA,2025-09-09,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000301,0.1,2025-08-26,2025-08-27,NA,2025-08-27,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000298,1,2025-08-25,2025-08-27,NA,2025-08-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000300,0.4,2025-08-25,2025-08-27,NA,2025-08-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250524,0.1,2025-08-25,2025-08-25,NA,2025-08-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000302,1.64,2025-08-26,2025-08-29,NA,2025-09-03,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250525,0.1,2025-08-25,2025-08-31,NA,2025-08-31,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250527,1.3,2025-08-28,2025-08-31,NA,2025-08-31,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR771S-000044,0,NA,NA,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR771S-000046,0,NA,NA,NA,2025-08-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-CAKNF-006567,0.1,2025-08-26,2025-08-29,NA,2025-08-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-CAKNF-006565,5,2025-08-26,2025-08-26,NA,2025-08-31,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250528,0.1,2025-08-25,2025-08-25,NA,2025-08-31,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000305,5.37,2025-08-27,2025-08-31,NA,2025-09-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000307,0.25,2025-08-26,2025-08-27,NA,2025-09-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000310,1,2025-08-31,2025-08-31,NA,2025-09-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000311,0.1,2025-08-25,2025-08-30,NA,2025-09-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250530,0.1,2025-08-25,2025-08-25,NA,2025-09-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR581S-000045,0,NA,NA,NA,2025-08-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000316,0.25,2025-08-26,2025-08-26,NA,2025-08-26,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000320,0.25,2025-08-27,2025-08-27,NA,2025-08-27,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000314,0.1,2025-08-31,2025-08-31,NA,2025-09-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250349,0.1,2025-08-25,2025-08-26,NA,2025-09-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250532,0.1,2025-08-28,2025-08-28,NA,2025-08-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250535,15.33,2025-08-27,2025-08-27,NA,2025-09-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250533,0.1,2025-08-28,2025-08-28,NA,2025-08-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORUPF-250352,0.1,2025-08-25,2025-08-26,NA,2025-08-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMED-027226,0,NA,NA,NA,2025-09-07,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000315,0.24,2025-08-27,2025-08-27,NA,2025-08-27,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000324,0.25,2025-08-26,2025-08-30,NA,2025-09-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000327,0.25,2025-08-28,2025-08-28,NA,2025-08-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR711S-026826,0,NA,NA,NA,2025-08-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250538,0.25,2025-08-26,2025-08-26,NA,2025-08-26,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000333,0.2,2025-08-28,2025-08-28,NA,2025-08-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250537,0.26,2025-08-26,2025-08-26,NA,2025-09-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR981S-250544,0.21,2025-08-26,2025-08-26,NA,2025-08-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250542,0.5,2025-08-26,2025-09-04,NA,2025-09-04,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMHF-001012,0.1,2025-08-26,2025-08-26,NA,2025-08-26,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORSHR-250540,0.1,2025-08-26,2025-08-26,NA,2025-09-05,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORFWF-250546,0.1,2025-08-26,2025-08-27,NA,2025-08-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORLAD-250545,0.1,2025-08-26,2025-09-20,NA,2025-09-20,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR954S-001014,0.1,2025-08-26,2025-09-01,NA,2025-09-01,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR771S-000048,0,NA,NA,NA,2025-08-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000341,0.1,2025-08-31,2025-09-01,NA,2025-09-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000338,0.17,2025-08-31,2025-08-31,NA,2025-09-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000337,0.1,2025-08-26,2025-08-28,NA,2025-08-28,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000334,0.25,2025-08-30,2025-08-30,NA,2025-09-02,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000319,0.25,2025-08-27,2025-08-27,NA,2025-08-27,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORMED-028126,0,NA,NA,NA,2025-09-08,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000330,0.1,2025-08-28,2025-08-29,NA,2025-08-29,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000342,1.44,2025-08-30,2025-09-01,NA,2025-09-06,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORRSF-000343,7.5,2025-09-01,2025-09-06,NA,2025-09-13,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR955S-000882,0.1,2025-08-26,2025-08-26,NA,2025-08-30,WF,0,2025,NA,NA,FALSE,TRUE
2025-ORROD-733217,0,NA,NA,NA,2025-08-25,WF,0,2025,NA,NA,FALSE,TRUE
2025-OR982S-250551,0.14,2025-08-26,2025-08-27,NA,NA,WF,0,2025,NA,NA,FALSE,TRUE
