UNQE_FIRE_,Calculated.Acres,Containment.Date.Time,Control.Date.Time,Fire.Mgmt.Complexity,FireOutDateTime,Incident.Type.Category,AcresTribal,Calendar.Year,GIS_ACRES,FIRE_YEAR_,is_ifph,is_inform
2016-ORPRD-000526,0.1,2016-08-23,2016-09-28,NA,2016-09-29,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORPRD-000610,0.1,2016-09-25,2016-09-25,NA,2016-09-26,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORPRD-000662,0.1,2016-10-15,2016-10-24,NA,2016-10-25,WF,0,2016,NA,NA,FALSE,TRUE
2017-ORPRD-000166,0.1,2017-05-11,2017-05-11,NA,2017-05-12,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-000184,0.1,2017-05-18,2017-05-18,NA,2017-05-19,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-000252,0.1,2017-06-04,2017-06-04,NA,2017-06-07,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-000378,4.5,2017-06-29,2017-06-29,NA,2017-06-29,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-000380,1.5,2017-06-29,2017-06-29,NA,2017-06-29,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-000594,9357,2017-07-23,2017-08-13,NA,2017-08-14,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-000602,5,2017-07-23,2017-07-23,NA,2017-07-23,WF,0,2017,NA,NA,FALSE,TRUE
1996-ORPRD-19437,3,NA,1996-08-01,NA,1996-08-21,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORPRD-19439,0.1,NA,1996-07-31,NA,1996-08-16,WF,0,1996,NA,NA,FALSE,TRUE
1997-ORPRD-12536,0.1,NA,1997-04-12,NA,1997-04-13,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORPRD-12573,660,NA,1997-07-07,NA,1997-07-13,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORPRD-12574,1,NA,1997-07-07,NA,1997-07-09,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORPRD-12607,0.1,NA,1997-07-30,NA,1997-08-02,WF,0,1997,NA,NA,FALSE,TRUE
1998-ORPRD-8206,120,NA,1998-07-31,NA,1998-08-02,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORPRD-8242,0.1,NA,1998-08-01,NA,1998-08-02,WF,0,1998,NA,NA,FALSE,TRUE
1999-ORPRD-91799,0.1,NA,1999-07-01,NA,1999-07-04,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORPRD-91800,25,NA,1999-07-05,NA,1999-07-08,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORPRD-92381,0.1,NA,1999-07-03,NA,1999-07-05,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORPRD-91849,0.1,NA,1999-07-21,NA,1999-07-22,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORPRD-91903,350,NA,1999-08-06,NA,1999-08-08,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORPRD-91906,440,NA,1999-08-04,NA,1999-08-08,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORPRD-92108,0.1,NA,1999-08-06,NA,1999-08-08,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORPRD-92194,0.1,NA,1999-08-10,NA,1999-08-11,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORPRD-92428,0.1,NA,1999-07-06,NA,1999-07-07,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORPRD-92429,0.1,NA,1999-08-05,NA,1999-08-06,WF,0,1999,NA,NA,FALSE,TRUE
2000-ORPRD-99063,0.1,NA,2000-07-08,NA,2000-07-10,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORPRD-99067,0.1,NA,2000-07-08,NA,2000-07-09,WF,0,2000,NA,NA,FALSE,TRUE
2017-ORPRD-000610,0.1,2017-07-24,2017-07-24,NA,2017-07-25,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-000821,12447,2017-08-13,2017-08-13,NA,2017-08-14,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-000822,0.1,2017-08-11,2017-08-11,NA,2017-08-14,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-001051,300,2017-08-31,2017-08-31,NA,2017-08-31,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-001066,0.5,2017-09-01,2017-09-01,NA,2017-09-04,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-001084,0.1,2017-09-04,2017-09-04,NA,2017-09-04,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-001091,1200,2017-09-05,2017-09-05,NA,2017-09-06,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-001259,0.1,2017-10-06,2017-10-06,NA,2017-10-06,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-001266,0.1,2017-10-07,2017-10-07,NA,2017-10-18,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORPRD-001276,1.5,2017-10-11,2017-11-06,NA,2017-11-07,WF,0,2017,NA,NA,FALSE,TRUE
2018-ORPRD-000121,0.1,2018-04-25,2018-04-25,NA,2018-04-28,WF,0.1,2018,NA,NA,FALSE,TRUE
2018-ORPRD-000171,0.1,2018-05-09,2018-05-09,NA,2018-05-25,WF,0,2018,NA,NA,FALSE,TRUE
2013-ORMED-664912,0.1,NA,2013-08-24,NA,2013-08-25,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-665080,0.3,NA,2013-09-10,NA,2013-09-11,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664928,0.1,NA,2013-10-30,NA,2013-10-31,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664933,0.1,NA,2013-11-22,NA,2013-11-23,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-658278,3,NA,2013-07-31,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664695,2,NA,2013-05-08,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664707,0.1,NA,2013-05-11,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664715,0.5,NA,2013-05-28,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664720,0.1,NA,2013-05-29,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664734,0.8,NA,2013-06-03,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664728,0.1,NA,2013-06-05,NA,2013-12-14,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664731,2,NA,2013-06-05,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664739,0.1,NA,2013-06-12,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664741,0.1,NA,2013-06-12,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664751,0.5,NA,2013-06-22,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664755,0.1,NA,2013-06-25,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664757,7,NA,2013-07-03,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664764,0.1,NA,2013-07-02,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664613,0.1,NA,2013-07-07,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664634,0.1,NA,2013-07-14,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664635,0.4,NA,2013-07-15,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664770,31.6,NA,2013-08-01,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664787,0.3,NA,2013-07-26,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664789,0.1,NA,2013-07-24,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664795,0.1,NA,2013-07-29,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664796,2.5,NA,2013-08-07,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664864,0.1,NA,2013-07-30,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664859,0.1,NA,2013-08-02,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664850,0.1,NA,2013-08-11,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664835,0.1,NA,2013-08-21,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664654,0.8,NA,2013-08-24,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664665,0.1,NA,2013-08-26,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664660,0.1,NA,2013-08-25,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664669,0.1,NA,2013-09-05,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664672,0.1,NA,2013-09-14,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664810,0.5,NA,2013-12-31,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664805,2,NA,2013-12-31,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2014-ORMED-666589,0.1,NA,2014-04-20,NA,2014-04-21,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-666895,0.1,NA,2014-05-07,NA,2014-05-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667382,0.3,NA,2014-05-25,NA,2014-05-29,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667431,0.5,NA,2014-06-01,NA,2014-06-02,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667579,0.1,NA,2014-06-06,NA,2014-06-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667985,0.3,NA,2014-06-08,NA,2014-06-08,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-672429,0.1,NA,2014-07-06,NA,2014-07-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-674777,0.3,NA,2014-07-09,NA,2014-07-10,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670081,0.1,NA,2014-07-23,NA,2014-07-24,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670272,0.1,NA,2014-07-23,NA,2014-07-23,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670109,0.2,NA,2014-07-24,NA,2014-07-27,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670740,0.1,NA,2014-07-29,NA,2014-08-05,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-671189,0.3,NA,2014-08-14,NA,2014-08-14,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-673129,0.3,NA,2014-09-12,NA,2014-09-15,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-673203,0.3,NA,2014-09-16,NA,2014-09-16,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-669257,0.1,NA,2014-07-11,NA,2014-07-12,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670080,0.1,NA,2014-07-23,NA,2014-07-26,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-671081,0.1,NA,2014-08-12,NA,2014-08-15,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-675032,35129,NA,2014-08-30,NA,2014-11-18,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-671021,0.1,NA,2014-08-05,NA,2014-08-05,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-672197,5,NA,2014-08-29,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670101,0.1,NA,2014-07-23,NA,2014-07-26,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-666812,4.3,NA,2014-04-23,NA,2014-05-03,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667295,0.5,NA,2014-05-23,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-674922,0.1,NA,2014-06-02,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-676680,0.1,NA,2014-06-03,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667752,0.1,NA,2014-06-07,NA,2014-06-08,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-674924,0.1,NA,2014-06-12,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-668224,0.1,NA,2014-06-19,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-668050,0.1,NA,2014-06-20,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-668355,0.3,NA,2014-06-26,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
1992-OREUD-40455,0.1,NA,1992-07-04,NA,1992-08-01,WF,0,1992,NA,NA,FALSE,TRUE
1994-OREUD-30605,5.1,NA,1994-08-24,NA,1994-10-01,WF,0,1994,NA,NA,FALSE,TRUE
1994-OREUD-30607,0.1,NA,1994-08-28,NA,1994-08-30,WF,0,1994,NA,NA,FALSE,TRUE
1995-OREUD-24643,0.1,NA,1995-08-22,NA,1995-08-23,WF,0,1995,NA,NA,FALSE,TRUE
1997-OREUD-12273,0.1,NA,1997-07-26,NA,1997-07-27,WF,0,1997,NA,NA,FALSE,TRUE
1998-OREUD-7794,8,NA,1998-08-31,NA,1998-09-06,WF,0,1998,NA,NA,FALSE,TRUE
1998-OREUD-7796,0.1,NA,1998-10-20,NA,1998-10-21,WF,0,1998,NA,NA,FALSE,TRUE
1999-OREUD-83586,0.1,NA,1999-09-23,NA,1999-09-24,WF,0,1999,NA,NA,FALSE,TRUE
2000-OREUD-98051,0.1,NA,2000-08-06,NA,2000-08-07,WF,0,2000,NA,NA,FALSE,TRUE
2002-OREUD-111231,0.8,NA,2002-07-14,NA,2002-07-16,WF,0,2002,NA,NA,FALSE,TRUE
2002-OREUD-113848,0.1,NA,2002-09-25,NA,2002-09-26,WF,0,2002,NA,NA,FALSE,TRUE
2002-OREUD-111107,5,NA,2002-08-01,NA,2002-08-05,WF,0,2002,NA,NA,FALSE,TRUE
2003-OREUD-120156,0.4,NA,2003-10-18,NA,2003-10-18,WF,0,2003,NA,NA,FALSE,TRUE
2003-OREUD-118812,0.1,NA,2003-08-05,NA,2003-08-07,WF,0,2003,NA,NA,FALSE,TRUE
2004-OREUD-124786,0.1,NA,2004-09-05,NA,2004-09-06,WF,0,2004,NA,NA,FALSE,TRUE
2004-OREUD-124551,0.1,NA,2004-08-02,NA,2004-08-02,WF,0,2004,NA,NA,FALSE,TRUE
2004-OREUD-124935,0.1,NA,2004-08-17,NA,2004-08-18,WF,0,2004,NA,NA,FALSE,TRUE
2005-OREUD-512229,1,NA,2005-08-11,NA,2005-08-12,WF,0,2005,NA,NA,FALSE,TRUE
2007-OREUD-548863,1.2,NA,2007-07-14,NA,2007-07-16,WF,0,2007,NA,NA,FALSE,TRUE
2008-OREUD-581542,0.1,NA,2008-09-05,NA,2008-09-06,WF,0,2008,NA,NA,FALSE,TRUE
2009-OREUD-608112,0.1,NA,2009-04-23,NA,2009-04-24,WF,0,2009,NA,NA,FALSE,TRUE
2009-OREUD-608181,0.1,NA,2009-06-27,NA,2009-06-28,WF,0,2009,NA,NA,FALSE,TRUE
2009-OREUD-608293,0.1,NA,2009-08-03,NA,2009-08-04,WF,0,2009,NA,NA,FALSE,TRUE
2009-OREUD-610113,0.1,NA,2009-08-22,NA,2009-08-23,WF,0,2009,NA,NA,FALSE,TRUE
2009-OREUD-609773,0.2,NA,2009-09-02,NA,2009-09-03,WF,0,2009,NA,NA,FALSE,TRUE
2014-ORMED-668691,0.1,NA,2014-07-02,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-668794,0.1,NA,2014-07-07,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-668782,0.1,NA,2014-07-08,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-669207,0.1,NA,2014-07-10,NA,2014-07-11,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-669334,0.1,NA,2014-07-13,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670881,0.1,NA,2014-08-06,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-671280,0.1,NA,2014-08-10,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-671915,0.1,NA,2014-08-18,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-671913,0.1,NA,2014-08-21,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-672738,0.1,NA,2014-09-02,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-676730,0.3,NA,2014-09-23,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-676731,0.3,NA,2014-10-04,NA,2014-10-14,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-675172,0.1,NA,2014-11-06,NA,2014-11-07,WF,0,2014,NA,NA,FALSE,TRUE
2015-ORMED-682626,0.1,NA,2015-08-04,NA,2015-08-08,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORMED-679308,0.2,NA,2015-06-09,NA,2015-06-10,WF,0,2015,NA,NA,FALSE,TRUE
2010-OREUD-617790,0.1,NA,2010-08-19,NA,2010-08-21,WF,0,2010,NA,NA,FALSE,TRUE
2012-OREUD-649282,0.1,NA,2012-05-18,NA,2012-05-19,WF,0,2012,NA,NA,FALSE,TRUE
2012-OREUD-649698,0.1,NA,2012-08-06,NA,2012-08-08,WF,0,2012,NA,NA,FALSE,TRUE
2012-OREUD-649375,0.1,NA,2012-08-19,NA,2012-08-20,WF,0,2012,NA,NA,FALSE,TRUE
2012-OREUD-649794,0.1,NA,2012-10-07,NA,2012-10-08,WF,0,2012,NA,NA,FALSE,TRUE
2012-OREUD-649631,0.1,NA,2012-06-01,NA,2012-06-02,WF,0,2012,NA,NA,FALSE,TRUE
2013-OREUD-665409,0.2,NA,2013-07-27,NA,2013-07-29,WF,0,2013,NA,NA,FALSE,TRUE
2013-OREUD-665411,0.1,NA,2013-07-30,NA,2013-08-01,WF,0,2013,NA,NA,FALSE,TRUE
2014-OREUD-687518,0.7,NA,2014-09-02,NA,2015-09-03,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676113,0.1,NA,2014-07-14,NA,2014-07-15,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676115,0.1,NA,2014-07-19,NA,2014-07-20,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676089,0.1,NA,2014-05-30,NA,2014-05-30,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676091,0.1,NA,2014-06-04,NA,2014-06-05,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676096,0.1,NA,2014-06-13,NA,2014-06-13,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676099,0.1,NA,2014-06-15,NA,2014-06-16,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676106,0.1,NA,2014-07-06,NA,2014-07-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676108,0.1,NA,2014-07-07,NA,2014-07-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676120,0.1,NA,2014-07-29,NA,2014-07-30,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676124,0.1,NA,2014-08-20,NA,2014-08-20,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676130,0.1,NA,2014-08-26,NA,2014-08-26,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676132,0.1,NA,2014-09-02,NA,2014-09-02,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676134,0.1,NA,2014-09-06,NA,2014-09-06,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676139,0.1,NA,2014-09-15,NA,2014-09-15,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676141,0.1,NA,2014-09-16,NA,2014-09-17,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676160,3,NA,2014-07-19,NA,2014-07-31,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676164,0.1,NA,2014-08-02,NA,2014-08-03,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-674755,0.1,NA,2014-07-05,NA,2014-07-08,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-674757,0.1,NA,2014-07-14,NA,2014-07-18,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-676145,0.1,NA,2014-08-11,NA,2014-08-11,WF,0,2014,NA,NA,FALSE,TRUE
2014-OREUD-674761,0.1,NA,2014-08-19,NA,2014-08-23,WF,0,2014,NA,NA,FALSE,TRUE
2015-OREUD-685077,187,NA,2015-08-14,NA,2015-12-02,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687574,0.1,NA,2015-10-17,NA,2015-10-18,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687566,0.3,NA,2015-09-09,NA,2015-09-10,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-682911,0.1,NA,2015-08-10,NA,2015-08-11,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-679964,5,NA,2015-07-01,NA,2015-07-02,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687540,0.1,NA,2015-07-20,NA,2015-07-20,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687533,0.1,NA,2015-07-04,NA,2015-07-05,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687564,0.1,NA,2015-09-04,NA,2015-09-04,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687557,0.1,NA,2015-08-13,NA,2015-08-14,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687555,0.1,NA,2015-08-05,NA,2015-08-06,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687550,0.1,NA,2015-08-01,NA,2015-08-02,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687548,0.1,NA,2015-07-28,NA,2015-07-29,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-685839,0.1,NA,2015-10-05,NA,2015-10-06,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687531,0.1,NA,2015-07-02,NA,2015-07-04,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687528,0.1,NA,2015-06-16,NA,2015-06-16,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687523,0.1,NA,2015-05-02,NA,2015-05-03,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687521,0.1,NA,2015-04-18,NA,2015-04-19,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-683334,0.1,NA,2015-08-23,NA,2015-08-24,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-686180,0.1,NA,2015-10-14,NA,2015-10-16,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687658,0.1,NA,2015-07-16,NA,2015-07-18,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-687854,0.1,NA,2015-12-11,NA,2015-12-16,WF,0,2015,NA,NA,FALSE,TRUE
2012-ORMED-649120,0.1,NA,2012-09-20,NA,2012-09-21,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649127,0.1,NA,2012-09-20,NA,2012-09-21,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649202,0.1,NA,2012-09-17,NA,2012-09-18,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649133,0.1,NA,2012-09-21,NA,2012-09-22,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649238,0.1,NA,2012-10-19,NA,2012-10-20,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649235,0.1,NA,2012-10-21,NA,2012-10-23,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649245,0.3,NA,2012-10-21,NA,2012-10-22,WF,0,2012,NA,NA,FALSE,TRUE
2013-ORMED-664971,0.1,NA,2013-04-18,NA,2013-04-19,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664996,1,NA,2013-06-02,NA,2013-06-02,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664997,1.5,NA,2013-06-02,NA,2013-06-02,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664998,0.3,NA,2013-06-05,NA,2013-06-06,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664999,0.1,NA,2013-06-09,NA,2013-06-10,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664701,0.1,NA,2013-07-14,NA,2013-07-15,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664705,0.1,NA,2013-07-16,NA,2013-07-17,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664729,0.1,NA,2013-07-17,NA,2013-07-17,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664754,1.5,NA,2013-07-26,NA,2013-07-26,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664854,1,NA,2013-08-09,NA,2013-08-09,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664869,0.3,NA,2013-08-10,NA,2013-08-10,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664827,0.1,NA,2013-08-07,NA,2013-08-08,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664858,0.1,NA,2013-08-09,NA,2013-08-09,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664867,0.1,NA,2013-08-09,NA,2013-08-09,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664915,0.6,NA,2013-09-04,NA,2013-09-04,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-665005,0.3,NA,2013-09-04,NA,2013-09-05,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-665006,0.1,NA,2013-09-04,NA,2013-09-05,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664916,0.1,NA,2013-09-05,NA,2013-09-06,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-659449,0.1,NA,2013-08-22,NA,2013-08-23,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664708,0.1,NA,2013-05-09,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664709,0.5,NA,2013-05-10,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664711,0.1,NA,2013-05-09,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664712,0.1,NA,2013-05-13,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664735,0.1,NA,2013-06-08,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664736,1.3,NA,2013-06-09,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
